Customer_ID,Transaction_Amount,Balance,Age,Credit_Score
990,630.0720089662238,7045.0678952035005,52,583
1109,292.76978493480453,5724.550480875676,74,359
966,804.8559202070218,9144.843888081534,77,187
1045,306.79665229536386,9806.490066098144,55,280
983,547.595020022106,5233.828954450962,37,382
1072,356.89553574860395,5097.063478805225,61,510
1077,638.7893537142803,15146.466960413603,46,484
1021,316.10025887928134,8106.2098416478675,46,343
1015,250.21155187343427,7562.679758484139,30,409
1079,645.3867106967435,8470.510271736466,53,451
1054,465.01614209347593,7293.0022503410255,84,270
1024,274.788643367092,11580.341704365681,76,325
1076,504.3406142357962,9295.800291609768,58,313
1060,326.57268496023903,10908.702289928631,41,476
1011,591.8136206697004,9290.801200822767,11,599
1055,632.6104250551319,8345.769535861578,78,673
992,213.2360762568656,9014.988053421219,31,639
1086,398.7010992835749,11306.998816727195,72,687
1038,585.1580033784015,5719.504011043286,70,140
1026,287.22892979046924,9614.711842874975,71,377
1003,432.9061047066146,8671.973426402546,61,263
1005,315.7800971899177,6276.609046966222,57,450
999,655.4691258063779,10750.593996554657,56,325
1020,552.5642826664202,8716.417770937569,22,593
1036,472.44876958426653,9881.974294239626,39,854
1011,401.27503277653807,11061.820527533268,75,273
997,568.6999672993994,9764.35998457752,39,218
1026,501.8896081068258,10976.995731732557,81,265
1028,501.4608962493086,7763.517613902189,64,313
1033,512.2544205869275,5893.9475430844395,36,315
1031,448.6673315618182,10569.988035738119,73,575
1016,241.86422268414265,11198.444904034755,61,374
1019,230.2345210929333,8596.541706375803,71,280
1013,391.5484027474143,6496.330566594186,64,305
998,370.9926042246582,9897.583556701382,60,698
1027,265.5980856898058,7981.124903992428,22,418
1038,458.3143964498965,9196.960182185481,14,664
1052,411.1297827698431,6485.3762344964525,34,267
1055,375.6236162955115,7747.185453863826,84,251
1048,671.4979194087131,8727.340178463954,56,520
1001,530.967873909653,7875.643686812403,68,267
1023,373.75009029908335,7566.996260829469,51,402
1013,425.1860279999195,8198.090561078378,46,221
1017,582.976920903529,5928.601241959179,63,709
970,508.57183357445234,9329.856857232577,80,337
1063,616.450066286827,7882.397693383448,83,301
1039,293.17214542874007,5461.464417627611,79,482
1045,182.40826193032234,8186.857259374111,78,198
1000,547.8269062401016,10103.264346916376,58,283
1033,346.5712763586474,5996.964691917123,58,573
989,371.61464976323157,8342.08532866971,46,175
1006,306.360402901886,5203.2065085278355,65,573
1015,190.88323983610348,5501.856979911336,68,444
974,409.6862683066862,8891.644606957532,27,322
1039,192.17967263382286,11010.51680193793,48,212
1029,329.6194194552571,10761.994345686508,52,579
1044,662.0799414870194,11185.318014599728,67,518
1049,201.88872752536713,4307.154502733647,81,527
1039,260.327731171377,5678.548771901097,83,140
1045,369.21693771459945,4966.589107082816,52,559
1062,544.0570981957777,5590.849012011629,79,646
1049,739.2264057573273,14345.906074112145,12,756
991,415.3107123150999,6599.948234060486,71,346
990,474.8729369092817,9789.970434176017,73,465
991,291.41124801862725,9540.46743930121,70,232
1027,499.3318178916599,14628.040524440377,55,211
1048,568.848392920984,8486.769788154064,47,453
1064,238.2185699913835,8762.576171420682,74,207
1072,620.0175472871239,6969.204173972279,33,293
1029,781.7794387734034,6302.739990336892,77,697
991,538.5756296379966,8315.468720261415,68,493
1017,392.1294546902824,5871.777976961557,53,258
1034,416.45992747993466,5585.31696110608,81,604
995,639.3609113809018,11364.327346303684,69,588
1026,690.6713798168178,12194.40422431684,31,387
1040,558.3918468855974,8366.531438797863,71,437
984,425.0185638798276,7829.607007268603,71,714
1004,473.3086800943031,8639.113664224624,45,376
984,422.211636757881,10811.273500532874,72,404
968,484.5667710315754,8513.848628747146,66,521
995,258.63242825484366,8412.393631359579,57,505
1062,412.5968609249056,8004.334288589398,66,343
1023,199.35508653181512,17396.155541872075,87,318
1038,471.4047257475236,6249.064680864961,62,780
1037,579.9249809547731,6529.34518459849,58,147
1002,475.3801664095789,9121.226918134256,30,596
1063,461.03344325308836,6701.23121692998,72,191
976,468.45339661980705,9669.714452949134,28,239
1049,366.44356679141833,10024.452103319942,65,313
1054,356.9648905213974,9396.890145684218,62,429
1002,284.0847699307161,6857.225727547659,73,308
976,681.0331371212724,10607.337625556238,18,353
1050,607.9518661852007,8024.554252261001,73,589
1033,508.0811969249909,11568.688100202724,25,145
1045,622.3013184853334,8942.947153973186,70,263
1063,317.41649325204037,7412.405449200432,80,441
1017,511.3773323478317,8729.613221008385,15,474
1012,481.0387590649072,5735.280259661264,47,567
1014,582.6192154893582,9303.097865940086,79,200
1004,558.7831174796155,11647.489298550125,57,198
