Customer_ID,Transaction_Amount,Balance,Age,Credit_Score
1000,549.6714153011233,7169.2585158991715,21,393
1001,486.1735698828815,9158.709354469282,45,752
1002,564.7688538100692,9314.570966946461,36,503
1003,652.3029856408025,8395.445461556763,59,517
1004,476.5846625276664,9677.428576667982,52,773
1005,476.58630430508197,10808.101713629077,28,731
1006,657.9212815507392,13772.371802421061,62,640
1007,576.7434729152909,10349.155625663678,67,588
1008,453.05256140650476,10515.100781445528,58,553
1009,554.2560043585964,9851.108168467665,48,656
1010,453.65823071875377,6162.457569401917,61,322
1011,453.4270246429743,9946.972249101565,45,821
1012,524.1962271566034,10120.460419882053,54,399
1013,308.6719755342202,14926.484224970573,69,479
1014,327.5082167486967,9615.278070437755,44,522
1015,443.77124707590275,10603.094684667225,43,741
1016,398.71688796655764,9930.576460589513,32,624
1017,531.4247332595273,7662.643924760936,26,815
1018,409.1975924478789,12285.645629030041,55,315
1019,358.76962986647084,11503.866065373548,64,635
1020,646.5648768921554,11582.063894086094,39,557
1021,477.4223699513464,8181.225090410522,20,796
1022,506.7528204687924,12805.588621872199,27,459
1023,357.52518137865434,7196.297874415439,65,774
1024,445.5617275474817,11173.71418760054,35,679
1025,511.0922589709866,14380.911251619957,33,844
1026,384.90064225776973,8018.927349738623,31,726
1027,537.5698018345672,8867.404540794456,42,567
1028,439.9361310081195,10199.302730175283,34,716
1029,470.8306250206723,8993.0486917676,47,467
1030,439.8293387770603,6898.673137867734,53,342
1031,685.2278184508938,10137.125949612055,21,584
1032,498.6502775262066,7875.39257254779,51,696
1033,394.22890710441,10947.184861270363,42,311
1034,582.2544912103189,8161.151531532394,41,601
1035,377.9156350028978,13099.86881003508,44,552
1036,520.8863595004756,8433.493415327526,41,798
1037,304.03298761202245,9355.876967588649,41,334
1038,367.1813951101569,11627.03443473934,68,389
1039,519.6861235869123,7538.271367132089,61,717
1040,573.8466579995411,10454.91986920826,25,414
1041,517.1368281189971,12614.285508564855,34,495
1042,488.4351717611759,6785.033530877545,62,800
1043,469.8896304410711,10369.26771706461,56,792
1044,352.1478009632573,10519.765588496846,52,374
1045,428.0155791605291,11563.645743554622,27,712
1046,453.93612290402126,7526.0985782438365,63,675
1047,605.7122226218916,7359.086773831447,63,719
1048,534.3618289568461,11043.883131233795,24,576
1049,323.69598446372663,10593.969346466372,58,693
1050,532.4083969394795,10500.985700691754,23,756
1051,461.49177195836836,10692.89641899395,25,491
1052,432.30779996940413,8639.950556843018,64,398
1053,561.1676288840868,10464.507394322007,51,847
1054,603.099952249595,10586.144946597362,49,395
1055,593.1280119116199,8571.297163947263,66,489
1056,416.07824767773616,13731.549022289513,54,336
1057,469.07876241487855,10947.665841823575,59,668
1058,533.1263431403564,7617.393005594702,35,824
1059,597.5545127122359,11313.10721726766,32,578
1060,452.082576215471,8050.636659545357,69,516
1061,481.4341023336183,11574.169207484903,61,572
1062,389.36650259939717,12317.191158014808,49,361
1063,380.37933759193294,8358.635363296578,38,641
1064,581.2525822394198,11926.752258488643,36,696
1065,635.6240028570824,10825.561853872996,38,318
1066,492.7989878419666,11644.12031998898,47,476
1067,600.3532897892024,13793.585965307895,45,695
1068,536.1636025047634,9509.22376799426,56,744
1069,435.4880245394876,8492.527671285021,45,532
1070,536.1395605508415,8220.971140748954,42,375
1071,653.8036566465969,8368.379430069122,28,564
1072,496.41739608900485,9845.796581171791,31,754
1073,656.4643655814007,10682.303949633288,20,683
1074,238.02548959102558,10553.381598660038,20,805
1075,582.1902504375224,11654.366498072048,66,666
1076,508.7047068238171,10026.003783755814,53,443
1077,470.09926495341324,12907.068154314635,51,368
1078,509.17607765355024,9470.686333524089,67,398
1079,301.24310853991074,15440.338333179237,44,695
1080,478.03281121624883,11251.334695530013,59,324
1081,535.7112571511747,8285.684887167436,64,768
1082,647.7894044741516,7858.215003877775,20,783
1083,448.1729781726353,10964.94483048637,35,450
1084,419.1506397106812,9553.074429348299,58,443
1085,449.8242956415463,11428.000988184183,24,338
1086,591.5402117702074,10946.47524914709,41,408
1087,532.8751109659685,9854.342174686255,48,341
1088,447.0239796232961,8306.41256386319,22,485
1089,551.3267433113356,6970.305550628271,31,697
1090,509.70775493480403,9106.970095865958,45,522
1091,596.8644990532889,11712.797588646945,35,432
1092,429.79469061226473,10428.187488260408,56,462
1093,467.23378534022316,7508.522442576024,41,514
1094,460.7891846867842,10346.361851702364,48,534
1095,353.64850518678816,10770.634759457673,33,308
1096,529.6120277064576,8232.285127597734,47,373
1097,526.1055272179889,10307.450211891055,24,791
1098,500.5113456642461,10116.417436892,66,552
1099,476.54128666248533,7714.059404338754,68,529
