Customer_ID,Transaction_Amount,Balance,Age,Credit_Score
999.9466123100701,547.2787763865825,7172.326912738276,21.16499572079359,393.07066043314717
1001.1710974254859,485.4613751631694,9156.7433370437,44.637958180942015,753.308818080057
1001.8330892785234,563.8625609399132,9317.314079631027,35.97492787761472,501.7342659379918
1002.8305048735857,652.7612589263146,8395.730842166287,57.910013722700974,517.5529553947782
1002.5720011381669,476.2918092654705,9680.697283750538,52.02137069135245,772.7943334382805
1005.3099132790277,472.32974075157205,10807.29943495472,27.890999937500528,728.6005721393981
1005.6351360998952,658.436466429896,13770.19920678781,61.20183560915187,640.1420783294309
1005.5635006042289,574.781306107327,10345.623888672684,68.53367384557593,586.657579163086
1003.8488535197204,453.747920689866,10515.243932964722,57.704251027964105,553.2116125571442
1010.0876336812335,557.5614356843039,9853.553189538143,48.23526926976224,655.7366239649887
1009.1888390728261,455.85466195317395,6159.007843655447,59.28519493275516,319.1153194974955
1014.0704891624789,450.45061047367886,9947.641437355036,44.418062323280104,821.1636456913849
1014.924728799227,524.9818758211271,10119.984198823886,54.86756195728729,398.60109327818566
1013.353199416411,309.57360042745665,14925.294407515094,68.98470346405323,479.29967621409594
1012.246864758761,329.5781841074012,9614.206613376464,43.84615461670871,520.2904773444402
1015.1820439801642,443.26308615510675,10602.577734554028,45.06990164213104,740.5906641239098
1016.2108209189,399.36313610347537,9931.779366354673,30.65784414263438,623.264403235517
1017.8468646399066,531.0639273652939,7662.814874495152,24.59431183693386,814.5722036531699
1017.446521036388,411.29055282191183,12288.04794897479,54.70535186726806,313.15224270147417
1019.0023635336925,357.34220251954525,11503.797087671614,63.631206728552826,635.0665566419389
1021.8966990567601,648.3195047746093,11582.742623273321,40.053676628018884,554.4884217092464
1021.5700694517445,478.75712903515944,8179.4044372777,22.102885572385272,796.8364695680943
1021.4499728811891,508.71283322050505,12810.298077157591,27.18314479924525,461.0088680228483
1024.2326487766343,356.81769163030697,7196.151513614092,65.19767276531684,775.122625329495
1023.9999821621517,445.21657677656367,11174.207567052666,35.40026180574383,678.9958187677878
1024.8089690020297,510.59300891539124,14381.656876249415,31.731938393012484,842.4573906289215
1026.0985488717722,384.740433599135,8023.102410921282,29.390168041066957,725.8045748581593
1027.1699103288022,537.3477686171975,8865.69799912167,42.80541443838007,567.6325409346126
1028.115554590903,440.90297118752085,10198.987169833243,33.78437922041966,716.1008693201181
1031.3377153974707,470.4165540199484,8992.389652159038,47.34652767818205,466.39709242314376
1029.4966662381994,440.0651346452587,6898.425570864466,52.85136377924294,342.2737591242806
1031.2582304323482,685.8749499433678,10137.798793358144,20.649737141657837,583.7045998720104
1031.7781291092065,497.00165425775623,7876.421285800818,51.55038947074616,694.9817400546632
1034.2902756666138,396.20455691505947,10946.804756374835,41.25656651022236,310.90012789718827
1033.6092339085708,583.7986951719315,8162.408711532221,38.55358888234894,600.2548570239186
1036.088036801455,376.7817484015848,13100.890179446393,43.3167236487168,549.8942500444301
1035.2263127069405,520.7198583390065,8433.848029514074,39.929097256641995,796.8589292997499
1037.0899606547312,306.9417911208012,9358.418250318044,39.84601400903041,333.03177008366026
